id,upc,product_name,brand_name,recall_date,reason,source,severity,distribution_pattern,plain_language_summary,created_at
15,70074552545,Abbott EleCare Jr Amino Acid-Based Nutrition Powder Unflavored 14.1oz. can.  6 cans per case.     Item numbers:  55253    Retail UPCs:   070074552545  70074552545,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
16,70074565866,Abbott EleCare Junior Vanilla 14.1oz. can and Abbott EleCare Jr Similac Vanilla 14.1oz. can.  6 cans per case.     Item numbers:  56585  5658557    Retail UPCs:   070074565866  070074116723,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
17,177031860314,"Abbott EleCare, EleCare LCP Hypoallergenic, Similac EleCare 400g. can. 6 cans per case.     Item numbers:  5351034  5351066  5351039  5351077    Retail UPCs:   17703186031461  9340104000706  17501033957748  070074119281",Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
18,,Abbott Infant Formula Powder 12.6oz. can. 6 cans per case.     Item numbers:  Clinical    Retail UPCs:   N/A - Clinical,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
19,70074680644,Abbott Similac 360 Total Care Infant Formula with Iron 20.6oz. and 30.3oz. palstic jar. 4 jars per case. 7oz. can. 6 cans per case.     Item numbers:  68063  68065  68109    Retail UPCs:   070074680644  070074680668  070074681108,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
20,70074680712,Abbott Similac 360 Total Care Sensitive Infant Formula with Iron 7oz. can. 6 cans per case. 20.1oz. and 29.5oz. plastic jar. 4 jars per case.    Item numbers:  68070  68072  68118    Retail UPCs:   070074680712  070074680736  070074681191,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
21,70074533605,"Abbott Similac Advance Infant Formula with Iron 12.4oz. can, 23.2oz. plastic jar, 20.6oz. plastic jar. 6 units per case.      Abbott Similac Pro-Advance 34oz. plastic jar. 6 jars per case.      Item numbers:  53359  68084  5595776  6748701    Retail UPCs:   070074533605  070074680859  070074559582  070074122373",Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
22,55325000808,Abbott Similac Advance Step-1 22oz. plastic jar and 34 oz. can.  6 units per case.    Item numbers:  6499213  6698213    Retail UPCs:   055325000808  055325001638,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[],,3/15/26
23,55325000808,Abbott Similac Advance Step-2 22.5oz. plastic jar.  6 jars per case.  Abbott Similac Advance 34oz. can. 6 cans per case.  Abbott Similac Pro-Advance 20.6oz. and 859g. plastic jar. 6 jars per case.    Item numbers:  6499113  6698313  6818113  6818313    Retail UPCs:   055325000808  055325001645  055325002864  055325002888,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
24,869954899486,Abbott Similac Alimentum 400g. can.  6 cans per case.     Item numbers:  5705806    Retail UPCs:   8699548994869,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
25,55325000624,Abbott Similac Alimentum Allergies & Colic Hypoallergenic Infant Formula 400g. can.  6 cans per case.     Item numbers:  5707713    Retail UPCs:   055325000624,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
26,70074110431,Abbott Similac Alimentum Eye Q Plus 400g. can. Abbott Alimentum Eye Q 400g. can. Abbott Alimentum Eye Q Hypoallergenic 400g. can.  6 cans per case.     Item numbers:  6208407  6208418  6208481  6208482  6208483    Retail UPCs:   070074110431  070074123905  070074110356  070074111834  070074110271,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
27,70074647128,Abbott Similac Alimentum Infant Formula with Iron 12oz. can.  6 jars per case; 19.8oz. can. 4 cans per case; 7oz. can. 6 cans per case     Item numbers:  64715  64717  64719    Retail UPCs:   070074647128  070074647166  070074647180,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[],,3/15/26
28,70074683997,Abbott Similac Alimentum Toddler Drink 12.1oz. can.  6 cans per case.    Item numbers:  68398    Retail UPCs:   070074683997,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
29,70074124476,"Abbott Similac Alimentum with 2'-FL HMO, Abbott Similac Alimentum HMO, Abbott Alimentum HMO, Abbott Similac Alimentum infant formula, Abbott Similac Alimentum 400g can. 6 cans per case.      Item numbers:  6749111  6749117  6749118  6749124  6749134  6749166  6749181  6749199    Retail UPCs:   070074124476  070074124438  0070074124490  070074124414  7703186029294  7501033958175  0070074122427  070074122441",Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
30,869954899521,"Abbott Similac EleCare HMO, Abbott Similac EleCare, Abbott EleCare Similac Gold, Abbott EleCare Similac 400g can. 6 cans per case     Item numbers:  6676006  6676012  6676021  6676025  6676030  6676045  6676053  6676057    Retail UPCs:   8699548995217  0070074124155  0070074123851  0070074120195  070074120850  070074122502  0070074120157",Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
31,70074509600,Abbott Similac For Spit Up Infant Formula with Iron 12.5oz. can. 6 cans per case.    Item numbers:  5095976    Retail UPCs:   070074509600,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
32,70074537306,Abbott Similac For Spit Up Infant Formula with Iron 22.5oz plastic jar.  6 jars per case.    Item numbers:  5372976    Retail UPCs:   070074537306,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
33,70074679280,Abbott Similac For Spit Up Infant Formula with Iron 7oz. can and 19.5oz. plastic jar. 6 units per case.    Item numbers:  67927  68086    Retail UPCs:   070074679280  070074680873,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
34,70074629506,Abbott Similac for Supplementation 22oz. plastic jar.  4 jars per case.    Item numbers:  63013    Retail UPCs:   070074629506  70074629506,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,['USA'],,3/15/26
35,700745459980,"Abbott Similac Human Milk Fortifier 0.9g Pouch / Sachet, 50 Pouch / Sachet per retail unit. 3 retail units per case    Item numbers:  54598  5459813  5459814  5459820  5459886  6771009    Retail UPCs:   70074545998  070074545998  055325545996  070074109404  070074103297  070074671833",Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
36,70074680156,Abbott Similac Organic 7oz. can. 6 cans per case.  Abbott Similac Organic with A2 Milk Infant Formula with Iron 20.6oz. plastic jar. 4 jars per case. 23.2oz plastic jar. 6 jars per case.        Item numbers:  68013  68092  5082178      Retail UPCs:   070074680156  070074680934  070074508221,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
37,70074677545,Abbott Similac Organic with A2 Milk Infant Formula with Iron 8oz. and 7oz. can. 6 cans per case.  20.6oz. plastic jar. 4 jars per case.     Item numbers:  67904  68016  68099    Retail UPCs:   070074677545  070074680170  070074681009,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
38,70074677576,Abbott Similac Organic with A2 Milk Toddler Drink 23.2oz plastic jar. 4 jars per case.  Abbott Similac Organic Toddler with A2 Milk Infant Formula with Iron 20.6oz. plastic jar. 4 jars per case.      Item numbers:  67905  68104    Retail UPCs:   070074677576  070074681054,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
39,70074608501,"Abbott Similac PM 60/40 Low Iron Infant Formula, 14.1oz. can. 6 cans per case.     Item numbers:  00850    Retail UPCs:   070074608501",Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
40,55325002499,"Abbott Similac Pro-Advance 20.6oz., 30.3oz., 34oz., and 658g plastic jar. 6 jars per case. 7oz. can. 6 cans per case.     Item numbers:  6720113  6720813  6726613  6818013  6818213  6832313    Retail UPCs:   055325002499  055325002543  055325002604  055325002819  055325002833  055325003069",Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
41,55325002567,Abbott Similac Pro-Advance 23oz. and 34oz. plastic jar. 6 jars per case.     Item numbers:  6720413  6721313    Retail UPCs:   055325002567  055325002581,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
42,70074660806,Abbott Similac Pro-Advance Infant Formula with Iron 20.6oz. and 23.2oz. plastic jar. 4 jars per case; 34oz. plastic jar. 6 jars per case; 7oz. can. 6 cans per case.     Item numbers:  66081  66655  67922  68088    Retail UPCs:   070074660806  070074666563  070074679167  070074680897,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
43,70074660820,Abbott Similac Pro-Sensitive Infant Formula with Iron 20.1oz. and 22.5oz. plastic jar. 4 jars per case; 34oz. plastic jar. 6 jars per case; 7oz. can. 6 cans per case.     Item numbers:  66084  66657  67923  68090    Retail UPCs:   070074660820  070074666587  070074679242  070074680910,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,['USA'],,3/15/26
44,70074667997,Abbott Similac Pro-Total Comfort Infant Formula with Iron 20.1oz. and 22.5oz. plastic jar. 4 jars per case. 34oz. plastic jar. 6 jars per case. 7oz. can. 6 cans per case.    Item numbers:  66798  66939  67925  68107    Retail UPCs:   070074667997  070074669403  070074679266  070074681085,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
45,70074680835,Abbott Similac Sensitive 34oz. plastic jar.  6 jars per case.  Abbott Similac Sensitive Infant Formula with Iron 12.5oz. can and 20.1oz. plastic jar. 6 units per case.    Item numbers:  68082  5753978  6748901  674891L      Retail UPCs:   070074680835  070074575414  070074122380,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
46,70074508184,Abbott Similac Sensitive Infant Formula with Iron 22.5oz. plastic jar.  6 jars per case.    Item numbers:  5081776    Retail UPCs:   070074508184,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
47,55325001218,Abbott Similac Sensitive Lactose Sensitivity 22oz. plastic jar.  6 jars per case.    Item numbers:  6499813    Retail UPCs:   055325001218,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
48,70074119953,Abbott Similac Total Comfort 12.6oz. can.  6 cans per case.    Item numbers:  6259962    Retail UPCs:   070074119953,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
49,55325626602,Abbott Similac Total Comfort 638g. plastic jar and 8oz. can.  6 units per case.  Abbott Similac Advance Step-2 34oz. can. 6 cans per case.    Item numbers:  6635013  6635113  6698413    Retail UPCs:   055325626602  055325626626  055325001652,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[USA],,3/15/26
50,70074626000,Abbott Similac Total Comfort Infant Formula with Iron 12.6oz. can. 6 cans per case.    Item numbers:  62599    Retail UPCs:   070074626000,Abbott Laboratories,2/17/22,Consumer complaints related to Cronobacter sakazakii or Salmonella Newport in infants and evidence of Cronobacter sakazakii in the manufacturing facility where the product had been produced,fda,Class I,[],,3/15/26
51,700443888226,"Lyfetrition Live Life Nutritiously Vitamin B12 2 FL. OZ bottle Supplement Facts Serving Size:***Vitamin B-12 (as Methylcobalamyn) ABSONUTRIX 5500 Adams Farm Lane, Suite 206 Greensboro NC 27407 UPC 7 00443 88822 6",Absonutrix,6/11/18,The firm was informed that the product did not contain vitamin B12 (Methylcobalamyn) as listed on the label.,fda,Class III,"[AL, CA, FL, GA, IL, IN, KY, MD, MA, MO, MT, NV, NJ, NY, NC, OH, OK, PA, TN, TX, UT, VA]",,3/15/26
52,,"Absorb Health Advanced Joint Relief Joint Health; 510mg; 90 CAPSULES; Manufactured for: Absorb Health, 106 Countryside St NW, Supply, NC 28462 UPC 79056992863",Absorb Health LLC,4/15/20,The firm was notified by the FDA that they failed to included a shellfish allergen on their ingredient panel.,fda,Class II,"[AZ, CA, FL, GA, IA, MI, MN, NC, NM, NV, NY, OH, PA, TN, TX, VA, WA]",,3/15/26
53,,a.) Actylis brand Lithium Orotate 4% packaged in HDPE Liner in a 25kg carton  b.) Actylis brand Lithium Orotate 9% packaged in HDPE Liner in a 25kg carton,"Aceto US, L.L.C",6/24/25,4% Lithium Orotate product may only contain 3% and 9% Lithium Orotate product may contain 4.45%,fda,Class III,"[NJ, NC, CA, UT, MT, AZ, FL, NY]",,3/15/26
54,731149654051,"AquaStar 13/15 Raw Shrimp Easy Peel Deveined, net wt. 2 lbs. UPC 731149654051. Product was sold at Publix.",Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,9/20/25,Shrimp may be contaminated with Cesium-137 (Cs-137).,fda,Class II,[USA],,3/15/26
55,731149654075,"AquaStar 16/20 Frozen Raw EZ-Peel White Shrimp, net wt. 5 lbs. UPC 731149654075. Product was sold at WinCo.",Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,9/20/25,Shrimp may be contaminated with Cesium-137 (Cs-137).,fda,Class II,[USA],,3/15/26
56,194346121914,"AquaStar Cocktail Shrimp, 4oz. shrimp/2oz. cocktail sauce. Each case consists of 6x6 oz packages, UPC 19434612191. Distributed by Aqua Star, Seattle, WA. Farm Raised Product of Indonesia. Master cases distributed to distributors in frozen condition.  AquaStar Cocktail Shrimp, 4oz. shrimp/2oz. cocktail sauce, net wt. 6oz.  UPC 19434612191. Distributed by Aqua Star, Seattle, WA.  Farm Raised Product of Indonesia. 6oz packages sold to consumers at Walmart as refrigerated product.",Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,8/14/25,Product may be contaminated with Cesium-137 (Cs-137).,fda,Class II,"[AK, AL, AR, CO, GA, IA, ID, IL, IN, KS, KY, LA, MI, MN, MO, MS, MT, ND, NE, OH, OK, OR, SD, TN, TX, WA, WI, WV]",,3/15/26
57,194346121916,"AquaStar Cocktail Shrimp, 4oz. shrimp/2oz. cocktail sauce. Each case consists of 6x6 oz packages, UPC 19434612191. Distributed by Aqua Star, Seattle, WA. Farm Raised Product of Indonesia. Master cases distributed to distributors in frozen condition.  AquaStar Cocktail Shrimp, 4oz. shrimp/2oz. cocktail sauce, net wt. 6oz.  UPC 19434612191. Distributed by Aqua Star, Seattle, WA.  Farm Raised Product of Indonesia. 6oz packages sold to consumers at Walmart as refrigerated product.",Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,8/14/25,Product may be contaminated with Cesium-137 (Cs-137).,fda,Class II,"[AK, AL, AR, CO, GA, IA, ID, IL, IN, KS, KY, LA, MI, MN, MO, MS, MT, ND, NE, OH, OK, OR, SD, TN, TX, WA, WI, WV]",,3/15/26
58,731149390010,"AquaStar Raw Peeled Tail-on Shrimp Skewers, net wt. 1.25lbs. UPC 731149390010. Product is packaged in a printed bag with a black top and blue bottom and printed pictures of the skewers inside.",Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,9/20/25,Shrimp may be contaminated with Cesium-137 (Cs-137).,fda,Class II,['USA'],,3/15/26
59,42187002822,Best Yet Frozen Raw EZ-Peel White Shrimp 16/20  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700282  Best Yet Frozen Raw EZ-Peel White Shrimp 21/25  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700286  Best Yet Frozen Raw EZ-Peel White Shrimp 26/30   (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700283  Best Yet Frozen Raw EZ-Peel White Shrimp 31/40  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700287  Best Yet Frozen Raw EZ-Peel White Shrimp 41/50  (net wt. 1 lbs/pkg; 10 pkgs per cas,Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,9/20/25,Shrimp may be contaminated with Cesium-137 (Cs-137).,fda,Class II,[USA],,3/15/26
60,42187002833,Best Yet Frozen Raw EZ-Peel White Shrimp 16/20  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700282  Best Yet Frozen Raw EZ-Peel White Shrimp 21/25  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700286  Best Yet Frozen Raw EZ-Peel White Shrimp 26/30   (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700283  Best Yet Frozen Raw EZ-Peel White Shrimp 31/40  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700287  Best Yet Frozen Raw EZ-Peel White Shrimp 41/50  (net wt. 1 lbs/pkg; 10 pkgs per cas,Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,9/20/25,Shrimp may be contaminated with Cesium-137 (Cs-137).,fda,Class II,[USA],,3/15/26
61,42187002845,Best Yet Frozen Raw EZ-Peel White Shrimp 16/20  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700282  Best Yet Frozen Raw EZ-Peel White Shrimp 21/25  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700286  Best Yet Frozen Raw EZ-Peel White Shrimp 26/30   (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700283  Best Yet Frozen Raw EZ-Peel White Shrimp 31/40  (net wt. 1 lbs/pkg; 10 pkgs per case). UPC 04218700287  Best Yet Frozen Raw EZ-Peel White Shrimp 41/50  (net wt. 1 lbs/pkg; 10 pkgs per cas,Admiralty Island Fisheries Inc dba AquaStar (USA) Corp.,9/20/25,Shrimp may be contaminated with Cesium-137 (Cs-137).,fda,Class II,[USA],,3/15/26
